id,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,genres,production_companies,vote_average,release_year
262,0,0,The World Made Straight,Haley Joel Osment|Minka Kelly|Noah Wyle|Jeremy Irvine|Adelaide Clemens,http://www.theworldmadestraightmovie.com/,David Burris,For blood. For money.  For a way out.,appalachia|appalachian,"In a rural Appalachian community haunted by the legacy of a Civil War massacre, a rebellious young man struggles to escape the violence that would bind him to the past.",Drama,Myriad Pictures|Dreambridge Films|Bifrost Pictures,5.8,2015
263,0,0,Last Shift,Juliana Harkavy|Joshua Mikel|J. Larose|Natalie Victoria|Sarah Sculco,,Anthony DiBlasi,Fear the ones left behind.,mask|telephone|supernatural|hell|cop,"A rookie cop's world is turned upside down when she comes face to face with Paymon - King Of Hell. Officer Jessica Loren has the last shift at a transitioning police station, assigned to wait for a crew picking up bio-hazard waste from the armoury. But unbeknownst to her, cult leader John Michael Paymon has haunted the department ever since he committed suicide in custody. Jessica is about to find out just how dangerous he still is, all alone on the graveyard shift.............",Horror|Thriller,Skyra Entertainment,5.6,2015
264,0,0,Frankenstein,Carrie-Anne Moss|Danny Huston|Xavier Samuel|Tony Todd,,Bernard Rose,Man is the true monster,frankenstein,"After he is artificially created, then left for dead by a husband-and-wife team of eccentric scientists, Adam is confronted with nothing but aggression and violence from the world around him. This perfect creation-turned disfigured monster must come to grips with the horrific nature of humanity.",Horror|Thriller,Eclectic pictures|Summerstorm Entertainment|Bad Badger,4.5,2015
265,0,0,Cartel Land,Robert Hetrick|JosÃ© Manuel Mireles Valverde,,Matthew Heineman,,mexico|arizona|cocaine|crack|murder,"In the Mexican state of MichoacÃ¡n, Dr. Jose Mireles, a small-town physician known as ""El Doctor,"" shepherds a citizen uprising against the Knights Templar, the violent drug cartel that has wreaked havoc on the region for years. Meanwhile, in Arizona's Altar Valleyâ€”a narrow, 52-mile-long desert corridor known as Cocaine Alleyâ€”Tim ""Nailer"" Foley, an American veteran, heads a small paramilitary group called Arizona Border Recon, whose goal is to halt Mexicoâ€™s drug wars from seeping across our border.",Drama|Documentary,The Documentary Group|Our Time Projects,7.5,2015
266,20000000,0,Superfast!,Alex Ashbaugh|Dale Pavinkski|Lili Mirojnick|Andrea Navedo,,Jason Friedberg|Aaron Seltzer,They're going nowhere... fast.,spoof|automobile racing,"Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who hides his cash in a downtown Taco Bell. The gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole damn restaurant, at crazy speeds.",Comedy,The Safran Company|3 in the Box,4.4,2015
267,0,0,Moonwalkers,Rupert Grint|Ron Perlman|Robert Sheehan|Stephen Campbell Moore|Eric Lampaert,,Antoine Bardou-Jacquet,Based on a true conspiracy theory.,,"What if Apollo 11 never actually made it? What if, in reality, Stanley Kubrick secretly shot the famous images of the moon landing in a studio, working for the US administration? This is the premise of a totally plausible conspiracy theory that takes us to swinging sixties London, where a stubborn CIA agent will never find Kubrick but is forced to team up with a lousy manager of a seedy rock band to develop the biggest con of all time.",Comedy,Nexus Factory|Partizan Films|Potemkin Productions,6,2015
268,0,0,Chi-Raq,Teyonah Parris|Nick Cannon|Angela Bassett|Jennifer Hudson|Samuel L. Jackson,,Spike Lee,No peace. No piece.,chicago,"A modern day adaptation of the ancient Greek play Lysistrata by Aristophanes, set against the backdrop of gang violence in Chicago.",Music|Drama|Crime|Comedy,40 Acres & A Mule Filmworks|Amazon Studios,5.9,2015
269,5300000,0,Bad Asses on the Bayou,Danny Trejo|Danny Glover|John Amos|Loni Love|Jimmy Bennett,,Craig Moss,,louisiana|kidnapping,"The third installment in the successful Bad Ass action-comedy franchise. Bad Asses on the Bayou reunites the dynamic duo, Frank Vega (Danny Trejo) and Bernie Pope (Danny Glover), as they travel to Louisiana to attend the wedding of their dear friend Carmen Gutierrez (Loni Love). What was pictured as a wedding weekend escape to the south turns violently ugly as madness and mayhem ensue, pressing our senior heroes to once again serve justice.",Comedy|Action,Sense and Sensibility Ventures|Silver Nitrate,5.8,2015
270,0,13603453,Strange Magic,Alan Cumming|Evan Rachel Wood|Elijah Kelley|Meredith Anne Bull|Sam Palladio,http://lucasfilm.com/strange-magic,Gary Rydstrom,Everyone Deserves to be Loved.,elves|musical|aftercreditsstinger|duringcreditsstinger|love potion,"A love potion works its devious charms on fairies, elves and the swamp-dwelling Bog King as they all try to possess the potion for themselves.",Music|Animation|Family|Fantasy,Lucasfilm|Touchstone Pictures,6.1,2015
271,9000000,21571189,Black or White,Kevin Costner|Jennifer Ehle|Gillian Jacobs|Octavia Spencer|Bill Burr,,Mike Binder,There's more to family than what you see.,grieving widower|widower,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.",Drama,Treehouse Pictures,6.7,2015
272,0,0,Dead Rising,Jesse Metcalfe|Meghan Ory|Keegan Connor Tracy|Virginia Madsen|Dennis Haysbert,,Zach Lipovsky,,chain saw|infection|quarantine|zombies|based on video game,"Based on the game, Dead Rising takes place during a large-scale zombie outbreak. When a mandatory government vaccine fails to stop the infection from spreading, the four leads must evade infection while also pursuing the root of the epidemic, with all signs pointing to a government conspiracy.",Horror|Science Fiction,Di Bonaventura Pictures|Contradiction Films|Dead Rising Productions|Legendary Digital Media,4.9,2015
273,0,0,Deathgasm,Milo Cawthorne|Kimberley Crossman|Sam Berkley|Delaney Tabron|Colin Moy,http://deathgasmthemovie.com/,Jason Lei Howden,Evil is coming...,new zealand|college|friendship|teenage boy|metal band,Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.,Comedy|Horror,The New Zealand Film Commission|Timpson Films|MPI Media Group|Metalheads,6.5,2015
274,0,0,Justice League: Gods and Monsters,Benjamin Bratt|Michael C. Hall|Tamara Taylor|Jason Isaacs|Paget Brewster,,Sam Liu,"From dark heroes, justice will dawn.",dc comics|superhero|super powers,"In an alternate universe, very different versions of DC's Trinity fight against the government after they are framed for an embassy bombing.",Action|Animation|Fantasy,DC Comics|Warner Bros. Animation,6.9,2015
275,13000000,1646788,I Saw the Light,Tom Hiddleston|Elizabeth Olsen|David Krumholtz|Bradley Whitford|Maddie Hasson,http://sonyclassics.com/isawthelight/,Marc Abraham,,country music|biography|music|country singer,"Singer and songwriter Hank Williams rises to fame in the 1940s, but alcohol abuse and infidelity take a toll on his career and marriage to fellow musician Audrey Mae Williams.",Drama|Music,Bron Studios|RatPac Entertainment,5.6,2015
276,0,316472,Good Kill,Ethan Hawke|January Jones|ZoÃ« Kravitz|Jake Abel|Bruce Greenwood,,Andrew Niccol,,pilot|suspicion|drone|u.s. military|air force base,"In the shadowy world of drone warfare, combat unfolds like a video gameâ€“only with real lives at stake. After six tours of duty, Air Force pilot Tom Egan (Ethan Hawke) now fights the Taliban from an air-conditioned bunker in the Nevada desert. But as he yearns to get back in the cockpit of a real plane and becomes increasingly troubled by the collateral damage he causes each time he pushes a button, Eganâ€™s nervesâ€”and his relationship with his wife (Mad Men's January Jones)â€”begin to unravel.",Action|Drama|Thriller,Voltage Pictures|Sobini Films|Dune Films,5.7,2015
277,0,0,Southbound,Kate Beahan|Matt Bettinelli-Olpin|Susan Burke|Zoe Cooper|Gerald Downey,http://www.hiradiosilence.com/southboundpress,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,,anthology|woman director|horror anthology,"The film contains five stories set on desolate stretches of a desert highway. Two men on the run from their past, a band on its way to a gig, a man struggling to get home, a brother in search of his long-lost sister and a family on vacation are forced to confront their worst fears and darkest secrets in these interwoven tales.",Fantasy|Thriller|Horror|Science Fiction,Willowbrook Regent Films,6,2015
278,0,0,Star Trek: Renegades,Walter Koenig|Sean Young|Manu Intiraymi|Bruce A. Young|Gary Graham,http://startrekrenegades.com/home/,Tim Russ,,,"It is nearly ten years after Voyager's return from the Delta Quadrant, and the Federation is in a crisis. The Federation's main suppliers of dilithium crystals are disappearing. Space and time have folded around several planets, effectively isolating them from any contact with outside worlds. And this phenomenon is not natural - someone or something is causing this to happen. This necessitates drastic measures; some of which are outside the Federation's normal jurisdiction. For this, Admiral Pavel Chekov, head of Starfleet Intelligence, turns to Commander Tuvok, Voyager's former security officer and current head of the newly reorganized Section 31. Tuvok must put together a new covert, renegade crew - mostly outcasts and rogues - even criminals. This new crew is tasked with finding out what is causing the folding of time and space, and stopping it - at all costs.",Action|Science Fiction|Adventure|Fantasy,ST Renegades,4.1,2015
279,0,0,The Boy,David Morse|Rainn Wilson|Jared Breeze|Mike Vogel|Zuleikha Robinson,,Craig Macneill,Evil Always Begins Somewhere.,,An intimate portrait of a 9 year old sociopath as he discovers his taste for killing.,Thriller|Drama|Horror,Chiller Films|SpectreVision,6.1,2015
280,0,0,Riley's First Date?,Amy Poehler|Phyllis Smith|Bill Hader|Lewis Black|Mindy Kaling,,Josh Cooley,,mother daughter relationship|rock music|girl|father daughter relationship|boyfriend,"Riley, now 12, is hanging out at home with her parents in San Francisco when potential trouble comes knocking: a boy shows up at the door.",Animation|Family,Walt Disney Pictures|Pixar Animation Studios,7.3,2015
281,0,3286448,The Program,Ben Foster|Chris O'Dowd|Dustin Hoffman|Jesse Plemons|Lee Pace,,Stephen Frears,Champion. Hero. Legend. Cheat.,biography|sport|tour de france,"An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.",Drama,StudioCanal|Working Title Films,5.9,2015
282,0,0,Lila & Eve,Viola Davis|Jennifer Lopez|Shea Whigham|Aml Ameen|Andre Royo,,Charles Stone III,Torn by loss. Bound for revenge.,,"Lila, a grief-stricken mother reeling from her sonâ€™s murder, attends a support group where she meets Eve, who urges her to take matters into her own hands to track down her sonâ€™s killers.",Thriller|Drama,A&E Television Networks|ChickFlick Productions|Lifetime Productions,5.2,2015
283,0,0,The Final Girls,Taissa Farmiga|Malin Ã…kerman|Nina Dobrev|Alexander Ludwig|Alia Shawkat,,Todd Strauss-Schulson,,virgin|summer camp|movie in movie|murder|slow motion scene,"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",Horror|Comedy,Groundswell Productions|Ulterior Productions|Studio Solutions,6.6,2015
284,0,0,He Never Died,Henry Rollins|Booboo Stewart|Jordan Todosey|Steven Ogg|James Cade,,Jason Krawczyk,Bullets. Blood. Bingo.,,Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.,Thriller|Horror|Comedy|Drama,Alternate Ending Studios|108 Media,6.3,2015
285,0,0,A Very Murray Christmas,Bill Murray|Paul Shaffer|George Clooney|Miley Cyrus|Michael Cera,http://www.netflix.com/title/80042368,Sofia Coppola,,woman director|christmas,"Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gothamâ€™s Carlyle Hotel to help him â€” dancing and singing in holiday spirit.",Comedy|Music,American Zoetrope|South Beach Productions|Departed Productions,5.4,2015
286,0,0,Kill Your Friends,Nicholas Hoult|Craig Roberts|Georgia King|Tom Riley|Jim Piddock,http://www.killyourfriendsfilm.co.uk/,Owen Harris,Getting to the top can be murder,magazine|music,"In the late 1990s, a drug-addled nihilist resorts to murder to climb the ladder of the London music industry.",Thriller|Comedy|Crime,Altitude Film Entertainment|AI-Film|Unigram,5.5,2015
287,0,0,Battle For SkyArk,Garrett Coffey|Caon Mortenson|Riley Jane|Taylor Coliee|Luke Davis,,Simon Hung,,,"In the near future the earth has become desolate and dangerous. Now inhabited by by a mysterious race of creatures, humanity has been forced to find refuge in the SkyArk, a man-made city in the sky. As the population grows, space becomes scarce and only the rich and powerful can stay, dumping the poor and orphaned of SkyArk to the abandoned earth.",Family|Science Fiction|Action|Adventure,Mr.Monster,3.5,2015
288,5000000,2333684,Jem and the Holograms,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Barnaby Carpenter,http://jemthemovie.com/,Jon M. Chu,Every Generation Needs a Voice.,secret identity|hologram|based on cartoon|based on tv series|rock band,"In a hyper-linked social media age, an orphaned teenage girl, Jerrica Jem Benton, becomes an online recording sensation, and she and her sisters embark on a music-driven scavenger hunt - one that sends them on an adventure across Los Angeles - in an attempt to unlock a final message left by her father.",Drama|Music|Adventure|Fantasy,Universal Pictures|Blumhouse Productions|Hasbro Studios|Allspark Pictures,5.7,2015
289,0,0,The Adderall Diaries,James Franco|Amber Heard|Ed Harris|Christian Slater|Wilmer Valderrama,,Pamela Romanowsky,The truth is a motherf_cker.,based on novel|woman director,"Writer and Adderall enthusiast Stephen Elliott reaches a low point when his estranged father resurfaces, claiming that Stephen has fabricated much of the dark childhood that that fuels his writing. Adrift in the precarious gray area of memory, Stephen is led by three sources of inspiration: a new romance, the best friend who shares his history, and a murder trial that reminds him more than a little of his own story. Based on the memoir of the same name.",Thriller|Action|Drama,RabbitBandini Productions|Windowseat Films,4.8,2015
290,10000000,0,Grizzly,James Marsden|Piper Perabo|Billy Bob Thornton|Thomas Jane|Michaela McManus,,David Hackl,Hunt or be hunted.,grizzly bear|wilderness|alaska|survival|bear,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.,Action|Horror|Thriller,Purple Pictures|Paul Schiff Productions|Indomitable Entertainment,5,2015
291,0,0,Where to Invade Next,Michael Moore|Krista Kiuru|Tim Walker,http://wheretoinvadenext.com/,Michael Moore,Prepare to be liberated,germany|italy|france|usa|portugal,"Academy Award-winning director Michael Moore returns with what may be his most provocative and hilarious film yet: Moore tells the Pentagon to ""stand down"" â€” he will do the invading for America from now on.",Documentary,Dog Eat Dog Films|IMG Films,7.2,2015
292,6000000,90777,Beasts of No Nation,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese,,Cary Fukunaga,Child. Captive. Killer.,africa|based on novel|child soldier,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",Drama|War,Participant Media|Focus Features|Red Crown Productions,7.5,2015
293,0,0,A Christmas Horror Story,William Shatner|George Buza|Rob Archer|ZoÃ© De Grand Maison|Alex Ozerov,,Grant Harvey|Steven Hoban|Brett Sullivan,You Better Watch Out,santa claus|christmas|krampus,"Christmas is supposed to be a time of joy, peace and goodwill. But for some folks in the small town of Bailey Downs, it turns into something much less festive.",Horror,Copperheart Entertainment,5.6,2015
294,0,0,Sunset Song,Peter Mullan|Agyness Deyn|Kevin Guthrie|Hugh Ross|Douglas Rankine,,Terence Davies,,,The daughter of a Scottish farmer comes of age in the early 1900s.,Drama,Iris productions|Hurricane Films|SellOutPictures,7.1,2015
295,0,4505,Synchronicity,Chad McKnight|Brianne Davis|AJ Bowen|Scott Poythress|Michael Ironside,http://www.magnetreleasing.com/synchronicity/,Jacob Gentry,To save his future he must alter his past.,,"In this mind-bending 'Sci-Fi Noir' a daring physicist folds time to travel into the past, trying to stop a mysterious woman from stealing his invention. But once there, he uncovers a surprising truth about the machine, the woman, and his own fractured reality.",Thriller|Mystery|Science Fiction,Pop Films|Soapbox Films,5.3,2015
296,0,0,12 Gifts of Christmas,Katrina Law|Donna Mills|Aaron O'Connell|Melanie Nelson,,Peter Sullivan,,christmas,"When Anna Parisi, an unemployed fine arts painter, is unable to make ends meet, she is hired to become a personal Christmas shopper for Marc, an uptight corporate exec.  As they begin working together, Marc learns that Christmas giving has less to do with the amount of money spent and more to do with the importance of the gift, while Anna discovers she might find success as an artist in a way she never expected.  The best gift of all of course is the love they discover with one another.",Family|TV Movie,,6.3,2015
297,0,0,The Pack,Anna Lise Phillips|Jack Campbell|Katie Moore|Hamish Phillips|Kieran Thomas McNamara,http://www.prodigymovies.com/catalogue/,Nick Robertson,You can't outrun them. You can't hide from them.,,Manâ€™s best friend becomes his worst nightmare when a horde of bloodthirsty wild dogs descends upon a familyâ€™s farmhouse in a fang-bearing fight for survival.,Thriller|Horror,Kojo Pictures|Lightning Entertainment|Screen Australia|ProdigyMovies|IFC Midnight,5.5,2015
298,3000000,3387000,Demonic,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park,,Will Canon,Every House Has It's Secrets,,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,Thriller|Horror,Icon Entertainment International|Dimension Films|First Point Entertainment|IM Global,5,2015
299,0,0,The Girl in the Photographs,Kal Penn|Claudia Lee|Kenny Wormald|Toby Hemingway|Luke Baines,,Nick Simon,,serial killer|tied feet|tied up while barefoot,Images coming from the crimes committed by a deranged pair of murderers bring a small town woman to the attention of a celebrity lensman. But how much danger will enter her life as a result of all this attention?,Crime|Horror|Thriller,,4.7,2015
300,0,0,The Legend of Barney Thomson,Robert Carlyle|Emma Thompson|Ray Winstone|Ashley Jensen|James Cosmo,,Robert Carlyle,,based on novel,"Barney Thomson, awkward, diffident, Glasgow barber, lives a life of desperate mediocrity and his uninteresting life is about to go from 0 to 60 in five seconds, as he enters the grotesque and comically absurd world of the serial killer.",Thriller|Drama|Comedy,Sigma Films Ltd.|Trinity Works Entertainment|Latitude Media,5.7,2015
301,1000000,0,The Duke of Burgundy,Sidse Babett Knudsen|Chiara D'Anna|Monica Swinn|Eugenia Caruso|Fatma Mohamed,,Peter Strickland,,sadomasochism|lesbian|butterfly|lesbian love|autumn,A woman who studies butterflies and moths tests the limits of her relationship with her lover.,Drama,Pioneer Pictures|Rook Films,5.8,2015
302,0,0,88,Katharine Isabelle|Christopher Lloyd|Kyle Schmid|Jesse McCartney|Michael Ironside,http://www.88themovie.com/,April Mullen,There are two sides to every story.,diner|woman director,"A young woman comes to in a roadside diner with no idea where she is or how she got there. Split between two timelines, she gets taken on a violent journey as she seeks out the person responsible for her lover's death.",Thriller|Action,WANGO Films,4.4,2015
303,0,0,The Girl in the Book,Emily VanCamp|Michael Nyqvist|Ana Mulvoy Ten|Talia Balsam|Ali Ahn,http://www.thegirlinthebook.com/,Marya Cohn,She's ready to reclaim her story,woman director,The story of a young writer's transformation when her past invades her present.,Drama,Varient Busted Buggy Entertainmen,6.2,2015
304,0,0,Avengers Grimm,Casper Van Dien|Rileah Vanderbilt|Milynn Sarley|Lauren Parkinson|Marah Fairclough,http://www.theasylum.cc/product.php?id=264,Jeremy M. Inman,A battle of legendary proportions.,,"When Rumpelstiltskin destroys the Magic Mirror and escapes to the modern world, the four princesses of ""Once Upon a Time""-Cinderella, Sleeping Beauty, Snow White, and Rapunzel-are sucked through the portal too. Well-trained and endowed with magical powers, the four women must fight Rumpelstiltskin and his army of thralls before he enslaves everyone on Earth.",Fantasy|Action|Adventure,The Asylum,3.8,2015
305,447524,771317,The D Train,Jack Black|James Marsden|Kathryn Hahn|Jeffrey Tambor|Mike White,,Andrew Mogel|Jarrad Paul,Every reunion needs a hero,high school reunion,"With his 20th reunion looming, Dan canâ€™t shake his high school insecurities. In a misguided mission to prove heâ€™s changed, Dan rekindles a friendship with the popular guy from his class and is left scrambling to protect more than just his reputation when a wild night takes an unexpected turn.",Drama|Comedy,Ealing Studios|Electric Dynamite|Rip Cord Productions|Londinium Films,4.2,2015
306,0,0,The Lion Guard: Return of the Roar,Max Charles|Jeff Bennett|Dusan Brown|Sarah Hyland|James Earl Jones,,Howy Parkins,,,"Set in the African savannah, the film follows Kion as he assembles the members of the 'Lion Guard'. Throughout the film, the diverse team of young animals will learn how to utilize each of their unique abilities to solve problems and accomplish tasks to maintain balance within the Circle of Life, while also introducing viewers to the vast array of animals that populate the prodigious African landscape.",Family|TV Movie|Animation,Walt Disney Television Animation,5.9,2015
307,0,228136,A Royal Night Out,Sarah Gadon|Bel Powley|Emily Watson|Rupert Everett|Jack Reynor,,Julian Jarrold,,,"The film portrays a fairy tale re-imagining of V.E. Day in 1945, when Princess Elizabeth and her sister Margaret were allowed out from Buckingham Palace for the night to join in the celebrations, where they encountered romance and danger.",Thriller|Romance|Drama,Ecosse Films|Scope Pictures|Filmgate Films,6.2,2015
308,0,0,Parallels,Jessica Rothe|Michael Monks|Mark Hapka|Eric Jungmann,,Christopher Leone,,,An underground MMA fighter must confront his sister and his past in an adventure through parallel universes,Science Fiction|Action,Fox Digital Studios,6.1,2015
309,0,830129,Born to Be Blue,Ethan Hawke|Carmen Ejogo|Callum Keith Rennie|Stephen McHattie|Janet-Laine Green,,Robert Budreau,Love is instramental,jazz|biography|historical figure,Jazz legend Chet Baker finds love and redemption when he stars in a movie about his own troubled life to mount a comeback.,Drama|Music,New Real Films|Lumanity Production,6.8,2015
310,1950000,0,The Marine 4: Moving Target,Mike Mizanin|Melissa Roxburgh|Josh Blacker|Matthew MacCaull|Paul McGillion,,William Kaufman,,,"WWE Superstar Mike ""The Miz"" Mizanin returns as Jake Carter where he is assigned to protect a whistleblower who wishes to expose a corrupt military defence contractor. However, the military hires a heavily armed team of mercenaries to kill her and it's up to Carter to stop them at any cost.",Thriller|Action,WWE Studios,5.7,2015
311,0,0,Tales of Halloween,Keir Gilchrist|Pollyanna McIntosh|Samuel Witwer|Booboo Stewart|Adrienne Barbeau,,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,One town. One night. Ten chilling stories.,witch|based on novel|halloween|death|evil,"Ten stories from horror's top directors. Ghosts, ghouls, monsters, and the devil delight in terrorizing unsuspecting residents of a suburban neighborhood on Halloween night. This creepy anthology combines classic Halloween tales with the stuff of nightmares.",Horror,Epic Pictures Group|Film Entertainment Services,5.3,2015
312,1000000,0,Blunt Force Trauma,Mickey Rourke|Freida Pinto|Ryan Kwanten|Maruia Shelton|Carolina GÃ³mez,https://www.facebook.com/BluntForceTraumaMovie?fref=ts,Ken Sanzel,In the world of underground dueling the only rule is to survive,,"Follows the journey of John and Colt, gunfighters and sometime lovers, on parallel but very different journeys through an underground dueling culture.",Adventure|Action,ETA films,4.4,2015
313,0,0,Operator,Mischa Barton|Luke Goss|Ving Rhames|Michael ParÃ©|Julie Guevara,,Obin Olson|Amariah Olson,Whats your emergency?,hostage|officer|chaos|daughter|police,"When the daughter of veteran 911 call center operator Pamela, and her estranged husband Jeremy, a Senior Police Officer, is kidnapped and held hostage, they are left desperate, with no choice but to follow the kidnapper's rules: send messages through dispatch for all police and fire units to scatter to remote locations throughout the city where they are met with chaos. Not knowing who or why, the one thing they do know is if they fail to discreetly collaborate with one another - they will be solely responsible for facilitating the biggest crime in the city's history. Now they must race against the clock to make the choice of their lives - save the city - or save their daughter.",Thriller|Action|Drama,Status Media & Entertainment|DV3 Productions|The Forgery|GA2 Productions,5.4,2015
314,0,0,The Human Centipede 3 (Final Sequence),Dieter Laser|Laurence R. Harvey|Robert LaSardo|Tommy 'Tiny' Lister|Jay Tavare,,Tom Six,100% politically incorrect,exploitation|sequel|gore|b movie|graphic violence,"Taking inspiration from The Human Centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.",Horror,Six Entertainment,3.5,2015
315,0,49970,Spring,Lou Taylor Pucci|Nadia Hilker|Nick Nevern|Augie Duke|Jeremy Gardner,,Aaron Moorhead|Justin Benson,Love is a monster.,,"A young man in a personal tailspin flees the US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",Horror|Romance|Science Fiction,XYZ Films,6.5,2015
316,0,0,The Intruders,Miranda Cosgrove|Donal Logue|Tom Sizemore|Jenessa Grant|Austin Butler,,Adam Massey,You can't lock out what lives inside.,,"After the traumatic loss of her mother, a teenaged girl tries to uncover the dark secrets behind her new home, in spite of her father's disbelief.",Thriller,Darius Films,4.9,2015
317,0,0,We Are Still Here,Barbara Crampton|Andrew Sensenig|Lisa Marie|Larry Fessenden|Monte Markham,http://www.facebook.com/WeAreStillHereFilm,Ted Geoghegan,This house needs a family.,terror|countryside|secret|supernatural|spirit,"After the death of their college age son, Anne and Paul Sacchetti relocate to the snowswept New England hamlet of Aylesbury, a sleepy village where all is most certainly not as it seems. When strange sounds and eerie feelings convince Anne that her son's spirit is still with them, they invite an eccentric, New Age couple to help them get to the bottom of the mystery.",Horror,Dark Sky Films|Snowfort Pictures,5.5,2015
318,0,0,Monster High: Haunted,Haviland Stillwell|Karen Strassman|Cameron Clarke|Todd Haberkorn|Laura Bailey,,Dan Fraga|William Lau,,school|ghost,"Lurk what's waiting for the Monster High ghouls when they bring their killer fashion to the howlways of the spooktacular Haunted High! When the ghouls of Monster High follow Spectra Vondergeist one day, they discover a creeperiffic Ghost World with an all-spirit school. But their scary-cute student bodies are hardly welcome with the very strict Principal Revenant, and she punishes Spectra with frightful detention chains that prevent her from re-joining Monster High. Now, it's up to the imperfectly perfect friends to take on ghostly forms in order to save one of their own from disappearing forever!",Animation|Family|Fantasy,Mattel Playground Productions,7,2015
319,0,0,3-Headed Shark Attack,Karrueche Tran|Jaason Simmons|Rob Van Dam|Danny Trejo|Jena Sims,,Christopher Ray,More HEADS! More DEADS!,monster|mutation|machete|shark|pacific garbage patch,"The worldâ€™s greatest killing machine is three times as deadly when a mutated shark threatens a cruise ship. As the shark eats its way from one end of the ship to the next, the passengers fight the deadly predator using anything they can find.",Science Fiction|Action|Horror,The Asylum|Syfy,3.8,2015
320,0,0,Navy Seals vs. Zombies,"Ed Quinn|Michael Dudikoff|Rick Fox|Chad ""Gunner"" Lail|Molly Hagan",,Stanton Barrett,,louisiana|navy seal|zombies|zombie violence|infected,"A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in New Orleans, the SEALS must fight for their lives, and the city, against an army of zombies.",Horror|Action,Hollywood Media Bridge|Throne Productions,3.3,2015
321,0,0,Wrecker,Anna Hutchison|Andrea Whitburn|Jennifer Koenig|Don Knodel|Michael Dickson,,Michael Bafaro,You Stop You Die,,"Best friends Emily and Lesley go on a road trip to the desert. When Emily decides to get off the highway and take a ""short cut,"" they become the target of a relentless and psychotic trucker who forces them to play a deadly game of cat and mouse. (IMDB)",Thriller|Action|Horror,IW Wrecker Productions,3.6,2015
322,0,0,The Escort,Lyndsy Fonseca|Michael Doneger|Bruce Campbell|Sonya Walger|Rumer Willis,http://willslocombe.com/?project=the-escort,Will Slocombe,Every story has a price.,father-son relationship|prostitute|magazine|escort service|writer,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",Comedy|Romance,Skyhook Productions|Cloverhill Pictures|Perspective Productions,5.9,2015
323,0,0,Martyrs,Troian Bellisario|Bailey Noble|Kate Burton|Caitlin Carmichael|Melissa Tracy,,Kevin Goetz|Michael Goetz,,child abuse|sadism|female friendship|afterlife|buried alive,A woman and her childhood friend seek out revenge on those who victimized and abused them.,Drama|Horror|Thriller,Blumhouse Productions|The Safran Company|Temple Hill Entertainment,5,2015
324,0,0,Uncanny,Mark Webber|Lucy Griffiths|David Clayton Rogers|Rainn Wilson,http://www.acceleratedmatter.com/,Matthew Leutwyler,Deception by design.,dark,"For ten years, inventor David Kressen has lived in seclusion with his inventions, including Adam, a robot with incredible lifelike human qualities. When reporter Joy Andrews is given access to their unconventional facility, she is alternately repelled and attracted to the scientist and his creation. But as Adam exhibits emergent behavior of anger and jealousy towards her, she finds herself increasingly entangled in a web of deception where no oneâ€™s motives are easily decipherable.",Thriller|Drama|Science Fiction,Accelerated Matter,6.1,2015
